NoDefaultNextMonth (label),Married,Single,MaxBillAmountOverLast6Months,MaxPaymentAmountOverLast6Months,MonthsWithZeroBalanceOverLast6Months,MonthsWithLowSpendingOverLast6Months,MonthsWithHighSpendingOverLast6Months,MostRecentBillAmount,MostRecentPaymentAmount,EducationLevel_ord_0,EducationLevel_ord_1,EducationLevel_ord_2,EducationLevel_ord_3
1.0,0,1,2160,160,0,0,0,1950,70,1.0,1.0,0.0,0.0
1.0,1,0,5660,430,0,0,0,5150,240,1.0,1.0,1.0,0.0
1.0,0,1,30,30,1,6,0,20,30,1.0,1.0,1.0,1.0
1.0,1,0,16730,5120,1,0,4,16690,700,1.0,1.0,1.0,0.0
1.0,0,1,510,60,0,0,0,430,50,1.0,1.0,1.0,0.0
1.0,0,1,1460,110,0,0,0,1430,50,1.0,1.0,0.0,0.0
1.0,0,1,1090,60,3,3,0,1020,50,1.0,1.0,1.0,0.0
1.0,1,0,530,110,0,0,0,420,90,1.0,1.0,1.0,0.0
1.0,1,0,1310,230,0,0,4,1180,60,1.0,1.0,0.0,0.0
1.0,1,0,1410,1410,1,3,1,1030,120,1.0,1.0,0.0,0.0
1.0,0,1,510,140,0,0,0,310,140,1.0,1.0,0.0,0.0
1.0,1,0,2330,170,0,0,6,2080,150,1.0,1.0,0.0,0.0
1.0,0,1,30,30,2,6,0,20,0,1.0,1.0,1.0,1.0
1.0,1,0,0,0,0,6,0,0,0,1.0,1.0,1.0,1.0
1.0,1,0,990,610,2,6,0,70,530,1.0,1.0,1.0,1.0
1.0,0,1,5410,260,0,0,3,5280,260,1.0,1.0,1.0,0.0
1.0,0,1,90,90,3,6,0,0,0,1.0,1.0,1.0,1.0
1.0,0,1,5960,90,0,0,5,5960,0,1.0,1.0,1.0,0.0
1.0,0,1,100,100,3,6,0,50,80,1.0,1.0,1.0,1.0
1.0,1,0,1570,920,0,0,2,1110,920,1.0,1.0,1.0,0.0
1.0,0,1,500,150,0,6,0,500,150,1.0,1.0,1.0,0.0
1.0,0,1,4010,2110,1,0,3,4010,150,1.0,1.0,1.0,0.0
1.0,1,0,500,90,0,0,1,390,90,1.0,1.0,1.0,0.0
1.0,1,0,8460,270,0,0,0,8460,270,1.0,1.0,1.0,1.0
1.0,0,1,550,100,4,6,0,550,100,1.0,1.0,1.0,1.0
1.0,0,1,1940,80,0,0,0,1840,80,1.0,1.0,0.0,0.0
1.0,0,1,1190,50,0,0,0,1090,50,1.0,1.0,1.0,0.0
1.0,1,0,1230,140,0,0,6,1010,40,1.0,1.0,1.0,0.0
1.0,0,1,20,20,1,6,0,0,0,1.0,1.0,1.0,1.0
1.0,0,1,590,60,0,0,0,460,60,1.0,1.0,1.0,0.0
1.0,0,1,160,80,2,6,0,160,0,1.0,1.0,1.0,0.0
1.0,1,0,1370,110,0,0,5,1210,50,1.0,1.0,0.0,0.0
1.0,0,1,60,60,1,6,0,20,0,1.0,1.0,1.0,1.0
1.0,0,1,70,0,0,6,0,70,0,1.0,1.0,0.0,0.0
1.0,0,1,7310,200,0,0,0,7310,0,1.0,1.0,1.0,0.0
1.0,0,0,570,80,0,0,0,350,60,1.0,1.0,1.0,0.0
1.0,1,0,110,110,2,6,0,0,70,1.0,1.0,1.0,0.0
1.0,0,1,950,80,0,0,6,920,50,1.0,1.0,0.0,0.0
1.0,1,0,510,60,0,0,5,510,0,1.0,1.0,1.0,0.0
1.0,0,1,910,70,0,0,0,820,60,1.0,1.0,1.0,1.0
1.0,0,1,150,530,2,6,0,40,90,1.0,1.0,1.0,0.0
1.0,1,0,20,10,0,6,0,20,10,1.0,1.0,1.0,1.0
1.0,1,0,1010,70,0,0,6,970,50,1.0,1.0,1.0,0.0
1.0,0,1,2660,100,0,0,0,2660,0,1.0,1.0,1.0,0.0
1.0,1,0,950,950,2,5,0,30,0,1.0,1.0,1.0,1.0
1.0,1,0,2610,430,0,0,1,1720,0,1.0,1.0,0.0,0.0
1.0,0,1,930,70,0,0,6,790,50,1.0,1.0,1.0,0.0
1.0,1,0,90,90,2,6,0,0,50,1.0,1.0,1.0,1.0
1.0,0,1,1520,1470,2,4,0,0,0,1.0,1.0,1.0,0.0
1.0,0,1,1450,1280,1,2,4,150,0,1.0,1.0,1.0,0.0
1.0,1,0,0,0,0,6,0,0,0,1.0,1.0,1.0,1.0
1.0,1,0,920,90,0,0,6,840,60,1.0,1.0,0.0,0.0
1.0,0,1,950,150,0,0,6,780,150,1.0,1.0,1.0,0.0
1.0,0,1,1460,60,0,1,3,680,60,1.0,1.0,1.0,1.0
1.0,0,1,610,60,0,0,6,590,0,1.0,1.0,1.0,0.0
1.0,1,0,510,510,4,6,0,0,40,1.0,1.0,0.0,0.0
1.0,1,0,5360,3120,0,0,6,5360,0,1.0,1.0,0.0,0.0
1.0,0,1,160,160,5,6,0,30,50,1.0,1.0,1.0,0.0
1.0,0,1,3150,140,0,0,0,2990,140,1.0,1.0,1.0,1.0
1.0,0,1,380,60,0,0,0,320,60,1.0,1.0,1.0,1.0
1.0,0,1,590,40,0,0,6,590,0,1.0,1.0,1.0,0.0
1.0,0,1,90,80,2,6,0,0,0,1.0,1.0,1.0,1.0
1.0,1,0,20,20,2,6,0,20,0,1.0,1.0,1.0,0.0
1.0,1,0,80,80,2,6,0,0,20,1.0,1.0,1.0,0.0
1.0,1,0,3430,240,0,0,6,3370,160,1.0,1.0,1.0,0.0
1.0,0,1,30,100,2,6,0,10,10,1.0,1.0,1.0,1.0
1.0,1,0,940,50,0,1,2,940,0,1.0,1.0,0.0,0.0
1.0,1,0,2360,90,0,0,6,2290,90,1.0,1.0,0.0,0.0
1.0,1,0,4310,310,0,0,0,4210,210,1.0,1.0,1.0,1.0
1.0,0,1,10,10,0,6,0,10,10,1.0,1.0,1.0,1.0
1.0,0,1,2770,270,0,0,1,2770,70,1.0,1.0,0.0,0.0
1.0,0,1,350,60,0,0,0,220,60,1.0,1.0,1.0,0.0
1.0,1,0,840,80,0,0,4,730,20,1.0,1.0,0.0,0.0
1.0,0,1,1000,70,0,0,6,950,70,1.0,1.0,1.0,1.0
1.0,1,0,1170,1180,3,6,0,1170,10,1.0,1.0,1.0,1.0
1.0,1,0,4340,4350,1,3,0,10,10,1.0,1.0,1.0,1.0
1.0,0,1,20,20,1,6,0,10,10,1.0,1.0,1.0,0.0
1.0,1,0,30,30,1,6,0,0,0,1.0,1.0,0.0,0.0
1.0,1,0,6690,260,0,0,4,6120,260,1.0,1.0,1.0,0.0
1.0,1,0,0,0,0,6,0,0,0,1.0,1.0,1.0,0.0
1.0,1,0,1710,150,0,0,0,1440,90,1.0,1.0,1.0,1.0
1.0,0,1,430,80,0,1,0,420,60,1.0,1.0,1.0,0.0
1.0,0,1,940,60,0,2,0,920,40,1.0,1.0,1.0,1.0
1.0,1,0,530,40,0,0,3,480,40,1.0,1.0,0.0,0.0
1.0,0,1,2250,210,0,0,0,2090,210,1.0,1.0,1.0,1.0
1.0,0,1,2020,2020,2,5,0,610,250,1.0,1.0,1.0,1.0
1.0,1,0,4300,380,0,0,6,4180,150,1.0,1.0,1.0,1.0
1.0,0,1,680,90,0,0,6,570,0,1.0,1.0,0.0,0.0
1.0,1,0,3270,270,0,0,6,2870,270,1.0,1.0,0.0,0.0
1.0,0,1,1200,50,0,0,0,1070,50,1.0,1.0,0.0,0.0
1.0,1,0,2020,150,0,0,0,1870,90,1.0,1.0,1.0,0.0
1.0,0,1,0,0,0,6,0,0,0,1.0,1.0,0.0,0.0
1.0,0,1,190,50,0,2,0,140,40,1.0,1.0,0.0,0.0
1.0,1,0,10,20,1,6,0,10,10,1.0,1.0,0.0,0.0
1.0,1,0,590,50,0,0,6,540,40,1.0,1.0,1.0,0.0
1.0,1,0,10070,370,0,0,2,10070,370,1.0,1.0,0.0,0.0
1.0,1,0,920,50,0,0,0,910,50,1.0,1.0,1.0,0.0
1.0,1,0,340,340,3,6,0,0,0,1.0,1.0,1.0,0.0
1.0,1,0,870,230,0,0,3,860,0,1.0,1.0,1.0,0.0
1.0,0,1,8100,240,0,0,1,8100,230,1.0,1.0,1.0,1.0
1.0,1,0,1530,50,0,0,3,1510,50,1.0,1.0,1.0,0.0
1.0,1,0,0,20,1,6,0,0,0,1.0,1.0,1.0,1.0
1.0,1,0,2270,130,0,0,6,2140,90,1.0,1.0,0.0,0.0
1.0,1,0,1430,100,0,0,6,1360,100,1.0,1.0,0.0,0.0
1.0,1,0,4680,190,0,2,4,4680,0,1.0,1.0,1.0,0.0
1.0,0,1,8360,360,0,0,2,8130,360,1.0,1.0,1.0,1.0
1.0,0,1,10,10,0,6,0,10,10,1.0,1.0,1.0,1.0
1.0,1,0,150,150,4,6,0,60,70,1.0,1.0,1.0,1.0
1.0,0,1,370,370,1,6,0,0,0,1.0,1.0,1.0,1.0
1.0,1,0,210,210,1,6,0,30,0,1.0,1.0,1.0,1.0
1.0,0,1,1220,200,0,0,0,1100,130,1.0,1.0,1.0,1.0
1.0,0,1,150,50,2,6,0,150,0,1.0,1.0,1.0,1.0
1.0,0,1,2880,60,0,0,3,2880,60,1.0,1.0,1.0,0.0
1.0,1,0,540,80,0,3,2,540,80,1.0,0.0,0.0,0.0
1.0,1,0,0,0,0,6,0,0,0,1.0,1.0,1.0,1.0
1.0,1,0,1480,180,0,0,1,1220,60,1.0,1.0,1.0,1.0
1.0,0,1,8690,340,0,0,4,8680,340,1.0,1.0,1.0,1.0
1.0,1,0,910,190,0,0,6,740,190,1.0,1.0,1.0,0.0
1.0,0,1,4390,1220,0,0,6,4230,270,1.0,1.0,1.0,1.0
1.0,0,1,140,140,4,6,0,0,100,1.0,1.0,1.0,1.0
1.0,1,0,4290,330,0,0,0,3800,330,1.0,1.0,1.0,0.0
1.0,1,0,2460,200,0,0,3,2320,200,1.0,1.0,1.0,0.0
1.0,1,0,5350,930,0,0,0,5350,260,1.0,1.0,1.0,0.0
1.0,1,0,0,0,0,6,0,0,0,1.0,1.0,1.0,1.0
1.0,1,0,320,40,0,0,0,240,40,1.0,1.0,0.0,0.0
1.0,0,1,910,60,0,0,4,840,60,1.0,1.0,1.0,0.0
1.0,1,0,7760,80,0,0,6,7760,0,1.0,1.0,1.0,0.0
1.0,0,1,4810,170,0,0,6,2500,170,1.0,1.0,1.0,0.0
1.0,0,1,1420,60,0,0,6,1340,0,1.0,1.0,1.0,1.0
1.0,1,0,5590,360,0,0,5,5410,240,1.0,1.0,1.0,0.0
1.0,1,0,7710,760,0,0,3,6980,330,1.0,1.0,1.0,0.0
1.0,1,0,240,20,1,6,0,240,0,1.0,1.0,1.0,0.0
1.0,0,1,1620,60,0,0,0,1620,0,1.0,1.0,1.0,1.0
1.0,0,1,90,90,2,6,0,50,0,1.0,1.0,0.0,0.0
1.0,0,0,190,280,2,6,0,190,280,1.0,1.0,1.0,1.0
1.0,1,0,1480,290,1,3,2,1470,50,1.0,1.0,1.0,0.0
1.0,1,0,0,0,0,6,0,0,0,1.0,1.0,1.0,1.0
1.0,0,1,0,0,0,6,0,0,0,1.0,1.0,1.0,1.0
1.0,0,1,2630,180,0,0,0,2510,180,1.0,1.0,1.0,0.0
1.0,1,0,1490,90,0,3,1,1490,60,1.0,1.0,1.0,0.0
1.0,0,1,1400,100,0,0,5,1190,50,1.0,1.0,1.0,0.0
1.0,0,1,1260,50,0,0,2,1190,0,1.0,1.0,1.0,1.0
1.0,1,0,180,50,0,6,0,180,0,1.0,1.0,0.0,0.0
1.0,1,0,40,40,2,6,0,10,40,1.0,1.0,0.0,0.0
1.0,1,0,150,150,2,6,0,40,150,1.0,1.0,1.0,0.0
1.0,1,0,290,240,1,4,0,270,30,1.0,1.0,1.0,0.0
1.0,0,1,340,40,0,6,0,300,40,1.0,1.0,1.0,0.0
1.0,1,0,1470,120,0,0,6,1320,120,1.0,1.0,1.0,1.0
1.0,1,0,350,40,0,0,0,300,0,1.0,1.0,1.0,0.0
1.0,1,0,2660,120,0,0,6,2650,120,1.0,1.0,1.0,0.0
1.0,0,1,580,70,0,0,0,480,30,1.0,1.0,1.0,0.0
1.0,1,0,530,530,1,6,0,160,20,1.0,1.0,1.0,1.0
1.0,0,1,450,60,0,5,0,170,60,1.0,1.0,1.0,1.0
1.0,0,1,350,350,2,6,0,250,350,1.0,1.0,1.0,1.0
1.0,1,0,6210,290,0,0,2,6210,0,1.0,1.0,1.0,1.0
1.0,0,1,2120,80,0,0,6,2030,70,1.0,1.0,1.0,1.0
1.0,0,1,830,40,0,0,6,780,40,1.0,1.0,1.0,0.0
1.0,1,0,1610,120,0,0,5,1470,50,1.0,1.0,0.0,0.0
1.0,1,0,15620,690,3,4,2,15240,690,1.0,1.0,1.0,0.0
1.0,0,1,1910,1810,1,3,0,250,80,1.0,1.0,1.0,0.0
1.0,0,1,180,180,2,6,0,80,80,1.0,1.0,1.0,1.0
1.0,0,1,3080,130,0,0,2,3080,130,1.0,1.0,1.0,0.0
1.0,0,1,640,80,0,6,0,500,40,1.0,1.0,1.0,0.0
1.0,1,0,860,70,0,0,5,730,70,1.0,1.0,1.0,0.0
1.0,0,1,20,20,1,6,0,10,10,1.0,1.0,1.0,1.0
1.0,1,0,680,0,4,4,2,680,0,1.0,1.0,1.0,0.0
1.0,0,1,9050,7160,1,0,4,8820,380,1.0,1.0,1.0,0.0
1.0,0,1,2780,200,0,0,6,2680,180,1.0,1.0,1.0,1.0
1.0,0,1,3190,130,1,3,3,3190,0,1.0,1.0,1.0,0.0
1.0,0,1,1280,140,0,0,2,1280,50,1.0,1.0,1.0,1.0
1.0,0,1,50,50,1,6,0,20,20,1.0,1.0,1.0,1.0
1.0,1,0,90,180,3,6,0,80,10,1.0,1.0,1.0,0.0
1.0,0,1,1040,10,0,5,0,1040,10,1.0,1.0,0.0,0.0
1.0,1,0,1070,60,0,0,0,880,60,1.0,1.0,1.0,0.0
1.0,1,0,1030,90,0,0,0,930,0,1.0,1.0,0.0,0.0
1.0,1,0,120,10,1,6,0,120,0,1.0,1.0,1.0,1.0
1.0,1,0,210,80,2,6,0,210,30,1.0,1.0,1.0,0.0
1.0,1,0,680,1380,2,5,0,10,10,1.0,1.0,1.0,0.0
1.0,1,0,5320,210,0,0,1,5320,0,1.0,1.0,1.0,0.0
1.0,1,0,740,90,0,0,0,640,90,1.0,1.0,1.0,0.0
1.0,1,0,220,0,0,3,0,220,0,1.0,1.0,0.0,0.0
1.0,1,0,1360,60,0,0,5,1200,50,1.0,1.0,1.0,1.0
1.0,0,1,780,70,0,0,3,690,70,1.0,1.0,0.0,0.0
1.0,1,0,1350,1370,3,6,0,500,30,1.0,1.0,1.0,1.0
1.0,0,1,930,50,0,4,2,930,50,1.0,1.0,0.0,0.0
1.0,0,1,2080,90,0,0,0,1890,90,1.0,1.0,0.0,0.0
1.0,1,0,760,140,0,0,1,570,140,1.0,1.0,0.0,0.0
1.0,1,0,1900,140,0,0,0,1630,90,1.0,1.0,0.0,0.0
1.0,1,0,4240,640,0,0,6,3110,510,1.0,1.0,0.0,0.0
1.0,1,0,840,150,0,6,0,570,90,1.0,1.0,1.0,1.0
1.0,1,0,1080,90,0,0,0,920,60,1.0,1.0,1.0,1.0
1.0,1,0,1480,110,0,0,0,1380,50,1.0,1.0,1.0,1.0
1.0,1,0,140,140,3,6,0,0,40,1.0,1.0,1.0,1.0
1.0,1,0,4510,170,0,0,6,4320,170,1.0,1.0,0.0,0.0
1.0,0,1,150,30,0,6,0,110,30,1.0,1.0,1.0,1.0
1.0,1,0,30,30,1,6,0,0,30,1.0,1.0,1.0,1.0
1.0,0,1,3370,320,0,0,0,3030,200,1.0,1.0,1.0,1.0
1.0,0,1,10,2930,1,6,0,10,10,1.0,1.0,1.0,1.0
1.0,0,1,1480,70,0,4,2,1480,70,1.0,1.0,0.0,0.0
1.0,1,0,890,890,2,6,0,120,20,1.0,1.0,1.0,0.0
1.0,1,0,60,40,0,6,0,60,40,1.0,1.0,1.0,1.0
1.0,1,0,610,430,1,6,0,560,80,1.0,1.0,0.0,0.0
1.0,0,1,510,550,3,6,0,470,550,1.0,1.0,1.0,1.0
1.0,1,0,3320,1240,1,0,4,3220,150,1.0,1.0,1.0,0.0
1.0,1,0,990,990,2,6,0,700,990,1.0,1.0,1.0,0.0
1.0,0,1,600,90,0,0,6,570,0,1.0,1.0,1.0,0.0
1.0,1,0,1700,130,0,0,0,1530,60,1.0,1.0,1.0,0.0
1.0,0,1,50,50,2,6,0,10,50,1.0,1.0,1.0,0.0
1.0,0,1,0,0,0,6,0,0,0,1.0,1.0,0.0,0.0
1.0,0,1,610,50,0,1,4,590,50,1.0,1.0,1.0,0.0
1.0,1,0,980,60,0,0,0,910,50,1.0,1.0,1.0,0.0
1.0,0,1,580,580,2,6,0,0,0,1.0,1.0,1.0,1.0
1.0,0,1,80,80,3,6,0,0,50,1.0,1.0,1.0,1.0
1.0,0,1,410,60,0,0,0,320,0,1.0,1.0,1.0,1.0
1.0,1,0,2760,150,0,0,3,2760,120,1.0,1.0,1.0,0.0
1.0,0,1,310,60,0,0,5,230,50,1.0,1.0,1.0,1.0
1.0,0,1,60,30,0,6,0,40,30,1.0,1.0,1.0,1.0
1.0,1,0,0,0,0,6,0,0,0,1.0,1.0,1.0,1.0
1.0,0,1,610,50,0,0,0,530,0,1.0,1.0,1.0,0.0
1.0,0,1,180,50,0,1,0,110,40,1.0,1.0,1.0,1.0
1.0,0,1,4550,150,0,0,1,4550,140,1.0,1.0,1.0,0.0
1.0,1,0,1870,170,0,0,6,1850,170,1.0,1.0,1.0,0.0
1.0,1,0,320,60,0,0,0,210,60,1.0,1.0,1.0,1.0
1.0,0,1,30,90,3,6,0,0,0,1.0,1.0,1.0,1.0
1.0,0,1,600,310,1,0,5,280,310,1.0,1.0,1.0,1.0
1.0,0,1,80,80,1,6,0,50,0,1.0,1.0,1.0,0.0
1.0,1,0,1140,90,0,6,0,860,80,1.0,1.0,1.0,0.0
1.0,1,0,250,250,2,6,0,170,250,1.0,1.0,0.0,0.0
1.0,1,0,3350,250,0,0,0,2790,120,1.0,1.0,0.0,0.0
1.0,1,0,80,0,0,6,0,80,0,1.0,1.0,1.0,0.0
1.0,0,1,830,250,0,0,3,450,60,1.0,1.0,1.0,1.0
1.0,0,1,3550,160,0,0,6,3410,160,1.0,1.0,1.0,0.0
1.0,1,0,150,40,0,6,0,150,0,1.0,1.0,0.0,0.0
1.0,0,1,2520,200,0,0,6,2300,200,1.0,1.0,1.0,0.0
1.0,1,0,0,0,0,6,0,0,0,1.0,1.0,1.0,0.0
1.0,1,0,590,40,0,1,4,550,40,1.0,1.0,1.0,0.0
1.0,0,1,0,0,0,6,0,0,0,1.0,1.0,1.0,0.0
1.0,0,1,3240,460,0,0,0,2840,0,1.0,1.0,1.0,0.0
1.0,0,1,620,90,1,1,5,580,0,1.0,1.0,0.0,0.0
1.0,0,1,0,0,0,6,0,0,0,1.0,1.0,1.0,1.0
1.0,1,0,460,70,0,0,0,370,40,1.0,1.0,1.0,1.0
1.0,0,1,70,0,0,6,0,70,0,1.0,1.0,1.0,0.0
1.0,0,1,1120,150,0,0,0,790,150,1.0,1.0,1.0,1.0
1.0,1,0,2500,2290,1,1,5,2460,90,1.0,1.0,1.0,0.0
1.0,0,1,250,20,2,6,0,250,0,1.0,1.0,1.0,0.0
1.0,0,1,10560,430,0,0,5,10210,430,1.0,1.0,1.0,0.0
1.0,0,1,560,50,0,0,6,540,0,1.0,1.0,1.0,0.0
1.0,0,1,1100,310,0,6,0,1100,90,1.0,1.0,1.0,0.0
1.0,1,0,3300,240,0,0,2,3280,240,1.0,1.0,1.0,1.0
1.0,1,0,220,100,1,6,0,220,100,1.0,1.0,1.0,0.0
1.0,0,1,4400,210,0,0,6,4210,200,1.0,1.0,1.0,1.0
1.0,0,1,2370,2460,3,6,0,530,60,1.0,1.0,1.0,1.0
1.0,1,0,100,100,3,6,0,0,0,1.0,1.0,1.0,1.0
1.0,1,0,1200,60,0,0,6,1200,50,1.0,1.0,0.0,0.0
1.0,0,1,710,80,0,0,0,640,0,1.0,1.0,1.0,1.0
1.0,1,0,1290,690,2,6,0,1290,50,1.0,1.0,1.0,1.0
1.0,1,0,17680,610,0,0,5,8740,610,1.0,1.0,1.0,0.0
1.0,1,0,950,80,0,0,6,820,80,1.0,1.0,0.0,0.0
1.0,0,1,0,240,1,6,0,0,0,1.0,1.0,1.0,0.0
1.0,1,0,80,0,0,6,0,80,0,1.0,1.0,1.0,0.0
1.0,1,0,740,60,0,0,1,710,0,1.0,1.0,1.0,0.0
1.0,1,0,1240,90,0,0,1,1150,50,1.0,1.0,0.0,0.0
1.0,1,0,3270,240,0,0,1,3270,120,1.0,1.0,1.0,0.0
1.0,1,0,12680,550,0,0,6,12680,510,1.0,1.0,1.0,0.0
1.0,1,0,240,240,3,6,0,180,220,1.0,1.0,1.0,0.0
1.0,1,0,0,0,0,6,0,0,0,1.0,1.0,1.0,1.0
1.0,1,0,10,10,0,6,0,10,10,1.0,1.0,1.0,0.0
1.0,0,1,1100,90,0,0,6,1100,80,1.0,1.0,1.0,0.0
1.0,1,0,590,150,0,6,0,320,0,1.0,1.0,1.0,0.0
1.0,1,0,970,970,2,6,0,10,970,1.0,1.0,1.0,0.0
1.0,0,1,300,50,0,0,0,200,0,1.0,1.0,1.0,0.0
1.0,1,0,390,40,0,0,0,350,0,1.0,1.0,1.0,0.0
1.0,0,1,200,40,0,6,0,200,30,1.0,1.0,0.0,0.0
1.0,1,0,260,240,2,6,0,160,0,1.0,1.0,1.0,0.0
1.0,0,1,290,60,0,1,2,230,60,1.0,1.0,1.0,0.0
1.0,0,1,2890,230,0,0,0,2710,0,1.0,1.0,1.0,1.0
1.0,1,0,1870,90,0,0,3,1840,90,1.0,1.0,0.0,0.0
1.0,1,0,170,170,2,6,0,110,70,1.0,1.0,1.0,0.0
1.0,1,0,230,230,2,6,0,10,10,1.0,1.0,1.0,1.0
1.0,1,0,30,60,3,6,0,0,0,1.0,1.0,1.0,0.0
1.0,0,1,6070,240,0,0,6,6070,240,1.0,1.0,1.0,0.0
1.0,0,1,190,1060,5,6,0,50,90,1.0,1.0,1.0,1.0
1.0,0,1,160,0,0,6,0,160,0,1.0,1.0,1.0,0.0
1.0,1,0,6230,460,0,0,0,5770,310,1.0,1.0,1.0,0.0
1.0,0,1,1730,240,0,3,0,1180,240,1.0,1.0,1.0,0.0
1.0,0,1,60,90,2,6,0,0,0,1.0,1.0,1.0,1.0
1.0,1,0,360,160,1,3,0,320,80,1.0,1.0,1.0,1.0
1.0,0,1,530,90,0,0,0,450,40,1.0,1.0,1.0,0.0
1.0,0,1,720,60,0,0,0,610,50,1.0,1.0,1.0,1.0
1.0,1,0,1520,120,0,0,3,1480,70,1.0,1.0,1.0,1.0
1.0,1,0,1470,120,0,0,5,1370,120,1.0,1.0,0.0,0.0
1.0,1,0,1350,1350,2,4,0,40,40,1.0,1.0,1.0,1.0
1.0,1,0,250,90,2,6,0,250,70,1.0,1.0,1.0,0.0
1.0,1,0,660,90,0,0,0,540,50,1.0,1.0,0.0,0.0
1.0,0,1,1050,890,1,4,0,160,890,1.0,1.0,1.0,1.0
1.0,0,1,1460,100,0,0,6,1460,0,1.0,1.0,1.0,0.0
1.0,0,1,1450,120,0,0,0,1330,0,1.0,1.0,1.0,1.0
1.0,0,1,40,30,3,6,0,10,30,1.0,1.0,1.0,0.0
1.0,1,0,600,90,0,1,0,490,90,1.0,1.0,1.0,1.0
1.0,1,0,6720,260,0,0,6,6610,260,1.0,1.0,1.0,0.0
1.0,1,0,180,120,2,6,0,180,120,1.0,1.0,1.0,1.0
1.0,1,0,950,150,0,0,6,770,0,1.0,1.0,0.0,0.0
1.0,1,0,260,330,2,6,0,140,0,1.0,1.0,1.0,0.0
1.0,0,1,0,0,0,6,0,0,0,1.0,1.0,1.0,1.0
1.0,1,0,640,50,0,0,6,610,50,1.0,1.0,1.0,0.0
1.0,1,0,90,90,2,6,0,60,0,1.0,1.0,1.0,0.0
1.0,1,0,330,80,0,6,0,230,80,1.0,1.0,0.0,0.0
1.0,0,1,2070,90,0,0,0,1890,90,1.0,1.0,1.0,0.0
1.0,1,0,940,0,0,5,0,940,0,1.0,1.0,1.0,0.0
1.0,0,1,3800,2750,1,0,5,3800,200,1.0,1.0,1.0,0.0
1.0,0,1,30,30,3,6,0,30,0,1.0,1.0,1.0,1.0
1.0,0,1,130,90,1,6,0,130,0,1.0,1.0,1.0,1.0
1.0,0,1,310,80,0,0,5,230,80,1.0,1.0,1.0,1.0
1.0,0,1,60,60,2,6,0,20,60,1.0,1.0,0.0,0.0
1.0,1,0,20,20,2,6,0,10,20,1.0,1.0,1.0,1.0
1.0,1,0,230,80,0,0,0,110,80,1.0,1.0,0.0,0.0
1.0,0,1,1630,160,0,0,0,1500,0,1.0,1.0,1.0,0.0
1.0,0,0,620,110,0,0,6,560,50,1.0,1.0,0.0,0.0
1.0,1,0,15470,920,0,0,6,15470,640,1.0,1.0,1.0,0.0
1.0,0,1,2400,110,0,0,3,2350,110,1.0,1.0,1.0,0.0
1.0,0,1,0,0,0,6,0,0,0,1.0,1.0,1.0,0.0
1.0,0,1,950,80,0,0,6,830,0,1.0,1.0,1.0,0.0
1.0,0,1,380,380,1,0,0,360,40,1.0,1.0,0.0,0.0
1.0,1,0,2120,2120,2,5,0,10,50,1.0,1.0,0.0,0.0
1.0,1,0,500,130,4,6,0,500,20,1.0,1.0,1.0,1.0
1.0,0,1,6430,160,0,3,1,6430,160,1.0,1.0,1.0,1.0
1.0,1,0,510,510,3,6,0,0,80,1.0,1.0,1.0,0.0
1.0,0,1,2230,700,0,6,0,2230,0,1.0,1.0,0.0,0.0
1.0,1,0,540,120,0,0,2,520,40,1.0,1.0,1.0,0.0
1.0,1,0,1570,480,2,5,0,1570,480,1.0,1.0,1.0,0.0
1.0,0,1,30,0,0,6,0,30,0,1.0,1.0,1.0,0.0
1.0,0,1,800,0,0,5,0,800,0,1.0,1.0,1.0,1.0
1.0,1,0,540,100,0,0,5,440,100,1.0,1.0,0.0,0.0
1.0,1,0,10160,330,0,0,0,10160,330,1.0,1.0,1.0,0.0
1.0,0,1,400,40,0,0,0,390,40,1.0,1.0,1.0,0.0
1.0,0,1,0,0,0,6,0,0,0,1.0,1.0,1.0,0.0
1.0,0,1,3560,450,0,0,3,1920,70,1.0,1.0,1.0,0.0
1.0,0,1,0,0,0,6,0,0,0,1.0,1.0,1.0,0.0
1.0,0,0,560,90,1,2,3,460,50,1.0,1.0,1.0,1.0
1.0,0,1,1450,40,0,3,1,1450,40,1.0,1.0,1.0,0.0
1.0,1,0,20,20,1,6,0,0,0,1.0,1.0,1.0,0.0
1.0,0,1,1350,90,0,0,4,1140,90,1.0,1.0,0.0,0.0
1.0,0,1,3500,260,0,0,6,3440,0,1.0,1.0,1.0,0.0
1.0,1,0,0,0,0,6,0,0,0,1.0,1.0,0.0,0.0
1.0,1,0,370,210,0,6,0,350,210,1.0,1.0,1.0,1.0
1.0,1,0,220,50,1,6,0,40,50,1.0,1.0,1.0,0.0
1.0,0,1,0,0,6,6,0,0,0,1.0,1.0,1.0,1.0
1.0,1,0,680,190,0,5,0,680,50,1.0,1.0,0.0,0.0
1.0,1,0,1620,90,0,0,0,1440,60,1.0,1.0,1.0,0.0
1.0,1,0,210,180,1,6,0,20,0,1.0,1.0,1.0,0.0
1.0,0,1,60,70,2,6,0,10,60,1.0,1.0,1.0,1.0
1.0,0,1,2480,60,0,0,5,2480,0,1.0,1.0,0.0,0.0
1.0,1,0,100,580,3,6,0,40,0,1.0,1.0,1.0,1.0
1.0,0,1,1870,1070,1,1,0,270,1070,1.0,1.0,1.0,1.0
1.0,0,1,910,350,2,3,1,910,80,1.0,1.0,1.0,0.0
