GoodCustomer,Gender,Single,Age,Duration,LoanPurpose,LoanAmount,LoanRateAtPercentOfIncome,HasCheckingAccount,HasSavingsAccount,NumberOfExistingLoans,NumberOfLiableIndividuals,HasOtherDebtor,LengthOfEmployment,JobType,Unemployed,RentsOwnsHome,YearsInCurrentHome,HasTelephone
1,2,0,47,24,3,1377,4,1,1,1,1,0,4,2,0,2,2,1
1,1,1,41,30,9,2503,4,1,1,2,1,0,4,2,0,1,2,0
1,2,0,32,27,9,2528,4,1,1,1,2,0,1,2,0,1,1,1
1,2,0,35,15,0,5324,1,0,1,1,1,0,4,2,0,2,4,0
-1,1,1,24,48,0,6560,3,1,1,1,1,0,3,2,0,1,2,0
-1,2,0,25,12,2,2969,4,1,1,2,1,0,1,2,0,0,3,0
1,2,0,25,9,3,1206,4,1,1,1,1,0,4,2,0,1,4,0
1,1,1,37,9,3,2118,2,1,1,1,2,0,2,1,0,1,2,0
1,1,1,32,18,3,629,4,0,1,2,1,0,4,3,0,1,3,1
-1,2,0,35,6,6,1198,4,1,1,1,1,0,4,2,0,2,4,0
1,1,1,46,21,1,2476,4,0,0,1,1,0,4,3,0,1,4,1
1,1,1,25,9,3,1138,4,1,1,2,1,0,2,1,0,1,4,0
-1,1,1,27,60,0,14027,4,1,1,1,1,0,3,3,0,1,2,1
1,1,1,63,30,1,7596,1,0,0,2,1,0,4,2,0,1,4,0
1,1,1,40,30,3,3077,3,0,0,2,2,0,4,2,0,1,2,1
1,1,1,32,18,3,1505,4,0,1,1,1,0,2,3,0,2,2,1
1,1,1,31,24,3,3148,3,1,0,2,1,0,2,2,0,1,2,1
1,1,0,31,20,1,6148,3,1,1,2,1,0,4,2,0,1,4,1
-1,1,1,34,9,3,1337,4,1,1,2,1,0,1,3,0,1,2,1
-1,2,0,24,6,6,433,4,1,1,1,2,0,1,2,0,0,2,0
-1,2,0,24,12,0,1228,4,1,1,1,1,0,2,1,0,1,2,0
1,2,0,66,9,3,790,4,1,1,1,1,0,2,1,0,1,3,0
-1,2,0,21,27,0,2570,3,0,1,1,1,0,2,2,0,0,3,0
1,2,0,41,6,0,250,2,0,1,2,1,0,2,1,0,1,2,0
1,1,0,47,15,3,1316,2,0,1,2,1,0,2,1,0,1,2,0
-1,2,0,25,18,3,1882,4,1,1,2,1,0,2,2,0,0,4,0
-1,2,0,59,48,9,6416,4,1,1,1,1,0,4,2,0,0,3,0
1,1,0,36,24,9,1275,2,1,1,2,1,0,2,2,0,1,4,1
1,1,1,33,24,3,6403,1,1,1,1,1,0,1,2,0,1,2,0
-1,1,1,21,24,3,1987,2,1,1,1,2,0,2,1,0,0,4,0
1,2,0,44,8,3,760,4,1,1,1,1,2,3,1,0,1,2,0
1,2,0,28,24,1,2603,2,0,1,1,1,0,2,2,0,0,4,1
1,2,0,37,4,0,3380,1,0,1,1,2,0,3,2,0,1,1,0
1,2,0,29,36,4,3990,3,1,0,1,1,0,1,0,0,1,2,0
-1,2,0,23,24,1,11560,1,1,1,2,1,0,2,3,0,0,4,0
1,1,1,35,18,0,4380,3,1,1,1,2,0,2,1,0,1,4,1
1,1,1,45,6,0,6761,1,0,1,2,2,0,3,3,0,1,3,1
-1,2,0,26,30,9,4280,4,1,1,2,1,0,2,1,0,0,4,0
1,1,1,32,24,0,2325,2,1,1,1,1,0,3,2,0,1,3,0
1,1,1,23,10,3,1048,4,1,1,1,1,0,2,1,0,1,4,0
1,1,1,41,21,3,3160,4,0,0,1,1,0,4,2,0,1,3,1
1,1,1,22,24,2,2483,4,1,1,1,1,0,2,2,0,1,4,1
1,1,1,30,39,2,14179,4,1,0,2,1,0,3,3,0,1,4,1
1,1,1,28,13,9,1797,3,1,1,2,1,0,1,1,0,1,1,0
1,2,0,23,15,0,2511,1,1,1,1,1,0,0,2,1,0,4,0
-1,2,0,37,12,0,1274,3,1,1,1,1,0,1,1,0,1,1,0
1,1,1,26,21,1,5248,1,0,0,1,1,0,2,2,0,1,3,0
1,1,1,33,15,1,3029,2,0,1,1,1,0,3,2,0,1,2,0
1,2,0,49,6,2,428,2,1,1,1,1,0,4,2,0,1,1,1
-1,2,0,23,18,0,976,1,1,1,1,1,0,1,1,0,1,2,0
1,2,0,23,12,9,841,2,1,1,1,1,0,3,1,0,0,4,0
1,2,0,25,30,3,5771,4,0,1,2,1,0,3,2,0,1,2,0
-1,1,1,55,12,5,1555,4,0,1,2,2,0,4,2,0,2,4,0
-1,2,0,32,24,0,1285,4,1,0,1,1,0,3,2,0,0,4,0
1,1,1,74,6,0,1299,1,1,1,3,2,0,2,0,0,1,1,0
-1,1,1,39,15,3,1271,3,1,0,2,1,0,2,2,0,2,4,1
1,1,1,31,24,0,1393,2,0,1,1,1,2,2,2,0,1,2,1
-1,1,1,35,12,0,691,4,1,1,2,1,0,4,2,0,1,3,0
1,2,0,59,15,0,5045,1,0,0,1,1,0,4,2,0,1,4,1
-1,2,0,24,18,2,2124,4,1,1,2,1,0,2,2,0,0,4,0
1,1,1,24,12,3,2214,4,1,1,1,1,0,2,1,0,1,3,0
-1,1,1,30,21,0,12680,4,0,0,1,1,0,4,3,0,2,4,1
1,1,0,27,24,0,2463,4,0,1,2,1,0,3,2,0,1,3,1
1,1,0,40,12,3,1155,3,1,1,2,1,2,4,1,0,1,3,0
-1,1,0,31,30,2,3108,2,1,1,1,1,0,1,1,0,1,4,0
1,2,0,31,10,1,2901,1,0,0,1,1,0,1,2,0,0,4,0
1,1,1,28,12,2,3617,1,1,1,3,1,0,4,2,0,0,4,1
1,1,1,63,12,3,1655,2,0,1,2,1,0,4,1,0,1,4,1
1,2,0,26,24,1,2812,2,1,0,1,1,0,4,2,0,0,4,0
-1,2,0,25,36,6,8065,3,1,1,2,1,0,2,3,0,1,2,1
1,1,1,36,21,1,3275,1,0,1,1,1,0,4,3,0,1,4,1
1,1,1,52,24,3,2223,4,0,1,2,1,0,4,2,0,1,4,0
1,1,1,66,12,0,1480,2,1,1,3,1,0,0,0,1,2,4,0
-1,2,0,25,24,0,1371,4,1,0,1,1,0,2,2,0,0,4,0
1,1,1,37,36,0,3535,4,0,1,2,1,0,3,2,0,1,4,1
1,2,0,25,18,3,3509,4,1,1,1,1,2,3,2,0,1,1,0
1,1,1,38,36,1,5711,4,0,1,2,1,0,4,3,0,1,2,1
1,2,0,67,18,5,3872,2,1,1,1,1,0,0,2,1,1,4,1
-1,1,1,25,39,3,4933,2,1,1,2,1,2,3,2,0,1,2,0
1,1,1,60,24,0,1940,4,0,1,1,1,0,4,2,0,1,4,1
1,1,1,31,12,8,1410,2,1,1,1,1,0,2,1,0,1,2,1
-1,2,0,23,12,0,836,4,1,1,1,1,0,1,1,0,1,2,0
1,1,0,60,20,1,6468,1,1,0,1,1,0,0,3,1,1,4,1
1,1,1,35,18,9,1941,4,1,1,1,1,0,2,1,0,1,2,1
1,1,1,40,22,3,2675,3,0,1,1,1,0,4,2,0,1,4,0
1,1,1,38,48,1,2751,4,0,0,2,2,0,4,2,0,1,3,1
-1,1,1,50,48,6,6224,4,1,1,1,1,0,4,2,0,2,4,0
-1,1,1,27,40,6,5998,4,1,1,1,1,0,2,2,0,1,3,1
-1,2,0,39,21,9,1188,2,1,1,1,2,0,4,2,0,1,4,0
1,1,1,41,24,1,6313,3,0,0,1,2,0,4,3,0,1,4,1
1,1,0,27,6,2,1221,1,0,0,2,1,0,2,2,0,1,2,0
1,1,0,51,24,2,2892,3,1,1,1,1,0,4,2,0,2,4,0
1,1,1,32,24,2,3062,4,0,1,1,1,0,4,2,0,0,3,1
1,2,0,22,9,2,2301,2,0,1,1,1,0,1,2,0,0,4,0
-1,1,1,51,18,1,7511,1,1,0,1,2,0,4,2,0,2,4,1
1,2,0,22,12,2,1258,2,0,1,2,1,0,1,1,0,0,4,0
1,1,0,54,24,0,717,4,0,0,2,1,0,4,2,0,1,4,1
1,1,1,35,9,0,1549,4,1,0,1,1,0,1,0,0,1,2,0
1,1,1,54,24,6,1597,4,0,1,2,2,0,4,2,0,2,4,0
1,2,0,48,18,3,1795,3,1,1,2,1,2,4,1,0,0,4,1
1,2,0,24,20,2,4272,1,1,1,2,1,0,4,2,0,1,4,0
1,1,1,35,12,3,976,4,0,0,2,1,0,4,2,0,1,4,0
1,2,0,24,12,0,7472,1,1,0,1,1,0,0,0,1,0,2,0
-1,1,1,24,36,0,9271,2,1,1,1,1,0,3,2,0,1,1,1
1,1,0,26,6,3,590,3,1,1,1,1,0,1,1,0,1,3,0
1,1,1,65,12,3,930,4,0,0,4,1,0,4,2,0,1,4,0
1,1,1,55,42,1,9283,1,1,1,1,1,0,0,3,1,2,2,1
-1,2,0,26,15,0,1778,2,1,1,2,1,0,1,0,0,0,1,0
1,1,0,26,8,9,907,3,1,1,1,1,0,1,2,0,1,2,1
1,1,0,28,6,3,484,3,1,1,1,1,2,3,1,0,1,3,0
-1,1,1,24,36,1,9629,4,1,1,2,1,0,3,2,0,1,4,1
-1,1,1,54,48,4,3051,3,1,1,1,1,0,2,2,0,1,4,0
-1,1,1,46,48,0,3931,4,1,1,1,2,0,3,2,0,2,4,0
1,2,0,54,36,0,7432,2,1,1,1,1,0,2,2,0,0,2,0
1,1,0,62,6,4,1338,1,0,1,1,1,0,2,2,0,1,4,0
1,2,0,24,6,3,1554,1,0,1,2,1,0,3,2,0,0,2,1
1,1,0,43,36,10,15857,2,1,1,1,1,1,0,3,1,1,3,0
-1,1,0,26,18,3,1345,4,1,1,1,1,0,2,2,0,1,3,0
1,1,0,27,12,0,1101,3,0,1,2,1,0,2,2,0,1,2,1
1,1,0,24,12,3,3016,3,1,1,1,1,0,2,2,0,1,1,0
-1,1,1,41,36,2,2712,2,1,1,1,2,0,4,2,0,1,2,0
1,1,1,47,8,0,731,4,1,1,2,1,0,4,1,0,1,4,0
1,1,0,35,18,2,3780,3,0,1,2,1,0,1,3,0,1,2,1
1,1,0,30,21,0,1602,4,1,1,2,1,0,4,2,0,1,3,1
-1,2,0,33,18,0,3966,1,1,1,3,1,0,4,2,0,0,4,1
-1,1,1,36,18,9,4165,2,0,1,2,2,0,2,2,0,1,2,0
-1,1,1,47,36,1,8335,3,1,0,1,1,0,4,2,0,2,4,0
1,1,1,38,48,9,6681,4,1,0,1,2,0,2,2,0,2,4,1
1,1,1,44,24,9,2375,4,0,1,2,2,0,2,2,0,1,2,1
-1,2,0,23,18,0,1216,4,1,1,1,1,0,1,2,0,0,3,1
-1,1,1,29,45,9,11816,2,1,1,2,1,0,4,2,0,0,4,0
1,2,0,42,24,3,5084,2,1,0,1,1,0,4,2,0,1,4,1
-1,2,0,25,15,3,2327,2,1,1,1,1,0,1,1,0,1,3,0
-1,1,1,48,12,0,1082,4,1,1,2,1,0,2,2,0,1,4,0
1,2,0,21,12,3,886,4,0,0,1,1,0,2,2,0,1,2,0
1,2,0,23,4,2,601,1,0,1,1,2,0,1,1,0,0,3,0
1,1,1,63,24,1,2957,4,1,1,2,1,0,4,2,0,1,4,1
1,1,0,46,24,3,2611,4,0,1,2,1,1,4,2,0,1,3,0
-1,1,1,29,36,2,5179,4,1,1,1,1,0,3,2,0,1,2,0
1,1,1,28,21,1,2993,3,0,1,2,1,0,2,1,0,1,2,0
-1,2,0,23,18,5,1943,4,0,1,1,1,0,1,2,0,1,4,0
1,1,1,50,24,9,1559,4,0,1,1,1,0,3,2,0,1,4,1
1,1,1,47,18,2,3422,4,0,1,3,2,0,4,2,0,1,4,1
1,1,1,35,21,2,3976,2,1,0,1,1,0,3,2,0,1,3,1
-1,1,1,68,18,0,6761,2,0,0,2,1,0,2,2,0,0,4,0
1,1,0,28,24,0,1249,4,0,1,1,1,0,1,2,0,1,2,0
1,1,1,59,9,3,1364,3,1,1,1,1,0,3,2,0,1,4,0
-1,1,1,57,12,3,709,4,1,1,1,1,0,4,1,0,1,4,0
-1,1,0,33,20,0,2235,4,1,1,2,1,2,2,2,0,0,2,0
1,1,1,43,24,1,4042,3,0,0,2,1,0,3,2,0,1,4,1
1,1,1,35,15,3,1471,4,0,1,2,1,0,2,2,0,2,4,1
-1,1,1,32,18,0,1442,4,1,1,2,2,0,3,1,0,2,4,0
1,1,1,45,36,0,10875,2,0,1,2,2,0,4,2,0,1,2,1
1,1,0,33,24,0,1474,4,0,1,1,1,0,1,2,0,1,3,1
1,2,0,40,10,8,894,4,0,0,1,1,0,3,2,0,1,3,1
1,1,1,28,15,2,3343,4,0,1,1,1,0,2,2,0,2,2,1
-1,2,0,29,15,0,3959,3,1,1,1,1,0,2,2,0,1,2,1
1,1,1,26,9,0,3577,1,0,1,1,2,2,2,2,0,0,2,0
1,1,1,27,24,1,5804,4,0,1,2,1,0,2,2,0,1,2,0
-1,1,0,28,18,9,2169,4,0,1,1,1,0,2,2,0,1,2,1
-1,2,0,35,24,3,2439,4,1,1,1,1,0,1,2,0,1,4,1
1,1,1,32,27,2,4526,4,0,1,2,2,0,1,1,0,1,2,1
-1,1,1,25,10,2,2210,2,0,1,1,1,0,2,1,0,0,2,0
1,2,0,20,15,2,2221,2,0,1,1,1,0,2,2,0,0,4,0
1,2,0,27,18,3,2389,4,1,1,1,1,0,1,2,0,1,1,0
1,1,1,42,12,2,3331,2,0,1,1,1,0,4,2,0,1,4,0
1,1,1,37,36,9,7409,3,0,0,2,1,0,4,2,0,1,2,0
1,2,0,24,12,2,652,4,1,1,1,1,0,4,2,0,0,4,0
1,2,0,40,36,2,7678,2,0,1,2,1,0,3,2,0,1,4,1
1,1,1,46,6,0,1343,1,1,1,2,2,0,4,2,0,1,4,0
1,1,1,26,24,9,1382,4,1,1,2,1,0,3,2,0,1,1,1
1,2,0,24,15,4,874,4,0,0,1,1,0,1,2,0,1,1,0
1,1,1,29,12,2,3590,2,1,1,1,2,1,2,1,0,1,2,0
1,2,0,40,11,0,1322,4,1,1,2,1,0,2,2,0,1,4,0
1,1,1,36,18,3,1940,3,1,1,1,1,1,1,3,0,2,4,1
1,1,1,28,36,3,3595,4,0,1,1,1,0,4,2,0,1,2,0
-1,1,1,27,9,0,1422,3,1,1,1,1,0,1,3,0,2,2,1
1,1,1,36,30,3,6742,2,0,0,2,1,0,3,2,0,1,3,0
1,1,1,38,24,1,7814,3,0,1,1,1,0,3,3,0,1,3,1
1,1,0,48,24,1,9277,2,0,0,1,1,0,2,2,0,2,4,1
1,1,1,36,30,0,2181,4,1,0,2,1,0,4,2,0,1,4,0
1,2,0,65,18,3,1098,4,0,1,2,1,0,0,0,1,1,4,0
-1,1,0,43,24,2,4057,3,1,1,1,1,0,3,2,0,1,3,1
-1,2,0,53,12,6,795,4,1,1,1,1,0,1,2,0,1,4,0
1,1,1,34,24,9,2825,4,1,0,2,2,0,3,2,0,1,3,1
-1,1,1,23,48,9,15672,2,1,1,1,1,0,2,2,0,1,2,1
1,1,1,34,36,0,6614,4,0,1,2,1,0,4,3,0,1,4,1
1,1,1,40,28,1,7824,3,0,0,2,2,2,1,2,0,0,4,1
1,1,1,43,27,9,2442,4,1,1,4,2,0,4,3,0,1,4,1
1,1,1,46,15,3,1829,4,0,1,2,1,0,4,2,0,1,4,1
1,1,1,38,12,0,2171,4,1,1,2,1,0,2,1,0,1,4,0
1,1,1,34,36,1,5800,3,1,1,2,1,0,2,2,0,1,4,1
1,1,1,29,18,3,1169,4,0,0,2,1,0,2,2,0,1,3,1
1,1,1,31,36,1,8947,3,0,0,1,2,0,3,3,0,1,2,1
1,2,0,28,21,3,2606,4,1,1,1,1,0,1,3,0,0,4,1
1,2,0,35,12,2,1592,3,0,1,1,1,0,3,2,0,1,2,0
1,2,0,33,15,2,2186,1,0,0,1,1,0,3,1,0,0,4,0
-1,1,1,42,18,2,4153,2,1,1,1,1,1,2,2,0,1,3,0
-1,1,1,43,16,0,2625,2,1,1,1,1,2,4,2,0,0,4,1
1,1,0,44,20,0,3485,2,0,0,2,1,0,1,2,0,1,4,1
1,1,1,42,36,1,10477,2,0,0,2,1,0,4,2,0,2,4,0
1,1,0,40,15,3,1386,4,0,0,1,1,0,2,2,0,0,2,1
1,1,1,36,24,3,1278,4,0,1,1,1,0,4,3,0,1,1,1
1,1,1,20,12,3,1107,2,1,1,1,2,0,2,3,0,0,2,1
1,1,1,24,21,0,3763,2,1,0,1,1,1,3,1,0,1,2,0
1,1,0,27,36,6,3711,2,1,0,1,1,0,2,2,0,1,2,0
1,2,0,46,15,1,3594,1,0,1,2,1,0,1,1,0,1,2,0
1,2,0,33,9,0,3195,1,1,0,1,1,0,2,1,0,1,2,0
1,2,0,34,36,3,4454,4,0,1,2,1,0,2,2,0,1,4,0
-1,2,0,25,24,2,4736,2,1,1,1,1,0,1,1,0,1,4,0
1,2,0,25,30,3,2991,2,1,0,1,1,0,4,2,0,1,4,0
1,1,0,28,11,9,2142,1,0,1,1,1,0,4,2,0,1,2,1
-1,1,1,31,24,9,3161,4,1,1,1,1,0,2,2,0,0,2,1
-1,2,0,32,48,10,18424,1,1,1,1,1,0,2,3,0,1,2,1
1,1,1,32,10,1,2848,1,0,1,1,2,1,2,2,0,1,2,0
-1,1,1,68,6,0,14896,1,1,1,1,1,0,4,3,0,1,4,1
-1,1,0,33,24,2,2359,1,1,1,1,1,0,0,2,1,1,1,0
-1,1,1,39,24,2,3345,4,1,1,1,1,0,4,3,0,0,2,1
1,2,0,28,18,2,1817,4,0,1,2,1,0,2,2,0,1,2,0
1,1,1,37,48,3,12749,4,0,1,1,1,0,3,3,0,1,1,1
-1,2,0,22,9,3,1366,3,1,1,1,1,0,1,2,0,0,4,0
1,1,1,30,12,0,2002,3,1,1,1,2,0,3,2,0,0,4,1
-1,1,0,55,24,2,6872,2,1,1,1,1,0,1,2,0,1,1,1
-1,1,1,46,12,0,697,4,1,1,2,1,0,1,2,0,1,2,1
1,2,0,21,18,2,1049,4,1,1,1,1,0,1,2,0,0,4,0
-1,1,1,39,48,1,10297,4,1,1,3,2,0,3,2,0,2,4,1
1,1,1,58,30,3,1867,4,0,0,1,1,0,4,2,0,1,4,1
1,1,1,43,12,0,1344,4,1,1,2,2,0,2,1,0,1,2,0
1,1,1,24,24,2,1747,4,1,1,1,1,1,1,1,0,1,1,0
-1,2,0,22,9,3,1670,4,1,1,1,1,0,1,2,0,1,2,1
1,1,1,30,9,0,1224,3,0,1,2,1,0,2,2,0,1,1,0
1,1,1,42,12,3,522,4,0,1,2,2,0,4,2,0,1,4,1
1,2,0,23,12,3,1498,4,1,1,1,1,0,2,2,0,1,1,0
-1,1,1,30,30,3,1919,4,1,1,2,1,0,1,3,0,1,3,0
-1,2,0,28,9,3,745,3,1,1,1,1,0,2,1,0,1,2,0
1,1,0,30,6,3,2063,4,1,1,1,1,0,1,3,0,0,3,1
-1,1,1,42,60,6,6288,4,1,1,1,1,0,2,2,0,2,4,0
1,1,1,46,24,1,6842,2,0,0,2,2,0,2,3,0,1,4,1
1,1,1,45,12,0,3527,2,0,0,1,2,0,1,3,0,1,3,1
1,1,1,31,10,0,1546,3,0,1,1,2,0,2,1,0,1,2,0
1,1,1,31,24,2,929,4,0,0,1,1,0,3,2,0,1,2,1
1,1,1,42,4,0,1455,2,0,1,3,2,0,3,1,0,1,1,0
1,2,0,46,15,2,1845,4,1,1,1,1,2,1,2,0,0,1,0
1,2,0,30,48,0,8358,1,1,1,2,1,0,1,2,0,1,1,0
-1,1,1,30,24,2,3349,4,1,1,1,2,0,1,2,0,2,4,1
1,1,1,38,12,0,2859,4,0,0,1,1,0,0,3,1,1,4,1
-1,1,0,43,18,2,1533,4,0,1,1,2,1,1,1,0,1,1,0
-1,1,1,31,24,3,3621,2,0,1,2,1,0,4,2,0,1,4,0
1,1,0,40,18,9,3590,3,1,1,3,2,0,0,0,1,1,3,1
-1,1,1,24,36,9,2145,2,1,1,2,1,0,3,2,0,1,1,1
-1,2,0,28,24,1,4113,3,1,1,1,1,0,1,2,0,0,4,0
-1,2,0,26,36,2,10974,4,0,1,2,1,0,0,3,1,1,2,1
1,2,0,29,12,0,1893,4,1,1,1,1,2,2,2,0,1,4,1
1,2,0,57,24,3,1231,4,1,1,2,1,0,4,3,0,0,4,1
1,1,1,49,30,3,3656,4,1,0,2,1,0,4,1,0,1,4,0
1,1,1,37,9,3,1154,2,1,1,3,1,0,4,1,0,1,4,0
-1,1,1,45,28,0,4006,3,1,1,1,1,0,2,1,0,1,2,0
1,1,1,30,24,2,3069,4,1,1,1,1,0,4,2,0,2,4,0
1,1,0,30,6,3,1740,2,0,1,2,1,0,4,2,0,0,2,0
1,1,0,47,21,0,2353,1,1,1,2,1,0,2,2,0,1,4,0
1,1,1,29,15,0,3556,3,0,0,1,1,0,2,2,0,1,2,0
-1,1,1,35,24,3,2397,3,0,1,2,1,0,4,2,0,1,2,1
1,1,0,22,6,5,454,3,1,1,1,1,0,1,1,0,1,1,0
1,2,0,26,30,3,1715,4,1,0,1,1,0,2,2,0,1,1,0
-1,1,1,23,27,3,2520,4,1,1,2,1,0,2,1,0,1,2,0
1,2,0,54,15,3,3568,4,0,1,1,1,0,4,3,0,0,2,1
1,1,0,29,42,3,7166,2,0,0,1,1,0,3,2,0,0,4,1
1,1,1,40,11,0,3939,1,1,1,2,2,0,2,1,0,1,2,0
1,1,1,22,15,5,1514,4,1,1,1,1,2,2,2,0,1,2,0
1,1,1,43,24,0,7393,1,0,1,1,2,0,2,1,0,1,4,0
-1,2,0,29,24,0,1193,1,1,1,2,1,1,0,0,1,0,4,0
-1,1,1,36,60,9,7297,4,1,1,1,1,1,4,2,0,0,4,0
1,2,0,33,30,3,2831,4,0,1,1,1,0,2,2,0,1,2,1
1,2,0,57,24,3,1258,3,1,1,1,1,0,2,1,0,1,3,0
1,2,0,64,6,3,753,2,1,1,1,1,2,2,2,0,1,3,0
1,1,1,42,18,9,2427,4,1,0,2,1,0,4,2,0,1,2,0
-1,1,1,47,24,0,2538,4,0,1,2,2,0,4,1,0,1,4,0
-1,1,0,25,15,0,1264,2,1,1,1,1,0,2,2,0,0,2,0
-1,1,1,49,30,2,8386,2,1,1,1,1,0,3,2,0,1,2,0
-1,1,1,33,48,9,4844,3,0,1,1,1,0,0,3,1,0,2,1
1,2,0,28,21,0,2923,1,1,1,1,1,0,2,3,0,1,1,1
-1,1,1,26,36,1,8229,2,1,1,1,2,0,2,2,0,1,2,0
1,1,1,30,24,2,2028,2,0,1,2,1,0,3,1,0,1,2,0
1,2,0,25,15,2,1433,4,1,1,2,1,0,2,2,0,0,3,0
1,1,0,33,42,9,6289,2,1,1,2,1,0,1,2,0,1,1,0
1,2,0,64,13,3,1409,2,0,1,1,1,0,0,2,1,1,4,0
1,1,1,29,24,1,6579,4,1,1,1,1,0,0,3,1,2,2,1
1,1,1,48,24,3,1743,4,1,1,2,1,0,4,1,0,1,2,0
1,1,1,37,12,6,3565,2,0,0,2,2,0,1,1,0,1,1,0
1,1,1,34,15,3,1569,4,0,1,1,2,0,4,1,0,1,4,0
1,1,0,23,18,3,1936,2,1,0,2,1,0,3,1,0,0,4,0
1,1,1,30,36,2,3959,4,1,1,1,1,0,0,3,1,1,3,1
1,1,1,50,12,0,2390,4,0,0,1,1,0,4,2,0,1,3,1
1,2,0,31,12,2,1736,3,0,1,1,1,0,3,1,0,1,4,0
1,1,0,40,30,1,3857,4,1,1,1,1,0,2,3,0,1,4,1
1,1,1,38,12,3,804,4,0,1,1,1,0,4,2,0,1,4,0
-1,1,1,23,45,3,1845,4,1,1,1,1,0,2,2,0,2,4,1
1,1,1,27,45,1,4576,3,1,1,1,1,0,0,2,1,1,4,0
